tingkat setelah parent,parent,similarity 
5,kesehatan,"[('gizi', 0.6640421152114868), ('medis', 0.6269795894622803), ('sanitasi', 0.6054490804672241), ('kebersihan', 0.6027470231056213), ('kesejahteraan', 0.6008718013763428), ('keperawatan', 0.6006942987442017), ('ketenagakerjaan', 0.5951641201972961), ('perawatan', 0.5695779919624329), ('farmasi', 0.5504007935523987), ('pendidikan', 0.5427784323692322)]"
5,perburuhan,"[('agraria', 0.7257033586502075), ('ketenagakerjaan', 0.709774374961853), ('kehakiman', 0.6533244252204895), ('kompartimen', 0.6054619550704956), ('pendayagunaan', 0.597711980342865), ('polkam', 0.579020082950592), ('esdm', 0.5754075646400452), ('kriminologi', 0.5718454122543335), ('advokasi', 0.5652036666870117), ('pertanahan', 0.5624125599861145)]"
5,pendayagunaan,"[('aparatur', 0.7909769415855408), ('ristek', 0.6730058193206787), ('meneg', 0.666279137134552), ('bappenas', 0.6572778224945068), ('pupr', 0.6571658253669739), ('esdm', 0.6544564366340637), ('ketenagakerjaan', 0.6525771021842957), ('polkam', 0.6502931714057922), ('agraria', 0.6487390995025635), ('kesra', 0.6445273756980896)]"
5,kominfo,"[('ristek', 0.6597896814346313), ('perpres', 0.6491438746452332), ('ketenagakerjaan', 0.6487637162208557), ('esdm', 0.6418195366859436), ('dirjen', 0.6415989398956299), ('ptip', 0.6350347399711609), ('ppk', 0.6344768404960632), ('menhub', 0.6269126534461975), ('dikti', 0.6263369917869568), ('menkes', 0.6253142356872559)]"
5,pupr,"[('esdm', 0.8274357318878174), ('ptip', 0.7048047184944153), ('ristek', 0.6961344480514526), ('kirmanto', 0.6850465536117554), ('lhk', 0.6834155917167664), ('supeno', 0.6661791801452637), ('pendayagunaan', 0.6571657657623291), ('perhubungan', 0.6499090790748596), ('sandjojo', 0.6480913758277893), ('ketenagakerjaan', 0.6410292983055115)]"
5,agraria,"[('pertanahan', 0.738410472869873), ('perburuhan', 0.7257034778594971), ('desentralisasi', 0.6499947905540466), ('pendayagunaan', 0.6487390995025635), ('ketenagakerjaan', 0.6404765248298645), ('kehutanan', 0.6331104040145874), ('landreform', 0.6172792315483093), ('kehakiman', 0.6061148047447205), ('reforma', 0.602752149105072), ('aparatur', 0.6004793047904968)]"
5,bpjs,"[('jamsostek', 0.6723122596740723), ('askes', 0.6585792303085327), ('ketenagakerjaan', 0.6336919069290161), ('jamkesmas', 0.6289728283882141), ('depkes', 0.595676064491272), ('tabungan', 0.5478016138076782), ('jkn', 0.5339863300323486), ('posyandu', 0.5286709070205688), ('jaminan', 0.5281412601470947), ('kesehatan', 0.5232288837432861)]"
5,kehutanan,"[('perikanan', 0.6854466199874878), ('pertanian', 0.6673962473869324), ('perindustrian', 0.6619914174079895), ('esdm', 0.6606609225273132), ('pertanahan', 0.6359249949455261), ('agraria', 0.6331104636192322), ('ketenagakerjaan', 0.6307045221328735), ('hortikultura', 0.626818835735321), ('pupr', 0.6208108067512512), ('kelautan', 0.6187516450881958)]"
5,esdm,"[('pupr', 0.8274357914924622), ('ristek', 0.7607740759849548), ('supeno', 0.7591230869293213), ('ptip', 0.7298355102539062), ('polkam', 0.7190279364585876), ('lhk', 0.7082048654556274), ('hasjrul', 0.7043997049331665), ('perhubungan', 0.6845550537109375), ('arcandra', 0.679600715637207), ('sandjojo', 0.6786147356033325)]"
5,pertanahan,"[('agraria', 0.738410472869873), ('bpn', 0.7117873430252075), ('penyehatan', 0.6938632130622864), ('kepegawaian', 0.6831785440444946), ('kearsipan', 0.6804880499839783), ('bappenas', 0.6422092914581299), ('kehutanan', 0.6359249353408813), ('ketenagakerjaan', 0.6236850619316101), ('persandian', 0.6177957653999329), ('perpajakan', 0.6104491353034973)]"
5,keimigrasian,"[('kepabeanan', 0.7305169701576233), ('pengurusan', 0.7125518321990967), ('ppns', 0.6735130548477173), ('perizinan', 0.6658462285995483), ('perpajakan', 0.6464456915855408), ('perundangan', 0.6374386548995972), ('penganggaran', 0.6296206116676331), ('persandian', 0.6251815557479858), ('kearsipan', 0.6213701963424683), ('kepegawaian', 0.6211320161819458)]"
5,penanganan,"[('pencegahan', 0.7544637322425842), ('pemantauan', 0.6701991558074951), ('perawatan', 0.6497983932495117), ('penanggulangan', 0.6492958068847656), ('pengontrolan', 0.6350688338279724), ('proteksi', 0.6249504089355469), ('sistemik', 0.6246551275253296), ('diagnosa', 0.6235126852989197), ('vaksinasi', 0.6204198002815247), ('prosedur', 0.6178655028343201)]"
5,pengobatan,"[('terapi', 0.7560080289840698), ('obat', 0.6840121150016785), ('pengobatannya', 0.6720790266990662), ('kemoterapi', 0.6588028073310852), ('vaksinasi', 0.6462920308113098), ('anestesi', 0.64280766248703), ('mengobati', 0.6341155767440796), ('antibiotik', 0.6309374570846558), ('perawatan', 0.6291853189468384), ('analgesik', 0.6269869208335876)]"
5,terapi,"[('kemoterapi', 0.80849689245224), ('pengobatan', 0.7560080289840698), ('radioterapi', 0.7517779469490051), ('pembedahan', 0.7222614884376526), ('antibiotika', 0.716234028339386), ('diagnosis', 0.715359091758728), ('anestesi', 0.7115578651428223), ('antibiotik', 0.7070134282112122), ('vaksinasi', 0.6949921250343323), ('antihistamin', 0.6947482824325562)]"
5,kemoterapi,"[('terapi', 0.8084968328475952), ('radioterapi', 0.8057584166526794), ('pembedahan', 0.780636727809906), ('antihistamin', 0.7741153240203857), ('tuberkulosis', 0.7463681101799011), ('penisilin', 0.7399888634681702), ('profilaksis', 0.7382215261459351), ('limfoma', 0.7320237755775452), ('antibiotika', 0.7310678362846375), ('eritromisin', 0.7257763743400574)]"
5,medis,"[('radiologi', 0.6528505086898804), ('forensik', 0.6492246389389038), ('psikiatri', 0.6334183216094971), ('bedah', 0.6315379738807678), ('kesehatan', 0.6269795894622803), ('medikal', 0.6196816563606262), ('klinis', 0.6196128129959106), ('ginekologi', 0.6190711855888367), ('perawatan', 0.6162925958633423), ('dokter', 0.6109302639961243)]"
5,pemeriksaan,"[('pengujian', 0.6889175176620483), ('tes', 0.6836371421813965), ('diagnosa', 0.6644495725631714), ('pengecekan', 0.6643405556678772), ('diagnosis', 0.6572090983390808), ('otopsi', 0.6426445245742798), ('prosedur', 0.6426248550415039), ('pembedahan', 0.6338523030281067), ('penyelidikan', 0.62372225522995), ('inspeksi', 0.6189911365509033)]"
5,pembedahan,"[('transplantasi', 0.813147246837616), ('kemoterapi', 0.7806366682052612), ('biopsi', 0.7621617317199707), ('amputasi', 0.7226344347000122), ('terapi', 0.7222614884376526), ('implantasi', 0.719887375831604), ('radioterapi', 0.711367130279541), ('diagnosis', 0.6978618502616882), ('diagnosa', 0.6934393048286438), ('bedah', 0.683842658996582)]"
5,radiologi,"[('fisioterapi', 0.8476308584213257), ('onkologi', 0.8428735733032227), ('medik', 0.7860641479492188), ('patologi', 0.7807764410972595), ('pediatri', 0.7697591185569763), ('ginekologi', 0.7635480761528015), ('diagnostik', 0.7554922699928284), ('obstetri', 0.7537888884544373), ('kardiologi', 0.7499740123748779), ('pulmonologi', 0.7486814260482788)]"
5,persalinan,"[('kehamilan', 0.7180330753326416), ('menyusui', 0.691505491733551), ('ovulasi', 0.6805441975593567), ('menstruasi', 0.6771055459976196), ('penyembuhan', 0.6455549597740173), ('pembedahan', 0.6427912712097168), ('menopause', 0.6414443850517273), ('uterus', 0.6374831795692444), ('ejakulasi', 0.6358223557472229), ('nifas', 0.6332026720046997)]"
5,pemeliharaan,"[('penyediaan', 0.6308127641677856), ('perbaikan', 0.623111367225647), ('pengelolaan', 0.6100138425827026), ('pengendalian', 0.5969969630241394), ('perawatan', 0.58638596534729), ('kebersihan', 0.5837855935096741), ('sanitasi', 0.5767809748649597), ('pemanfaatan', 0.5737191438674927), ('materiil', 0.5692378878593445), ('penanganan', 0.5680241584777832)]"
5,bioteknologi,"[('nanoteknologi', 0.8239673376083374), ('mikrobiologi', 0.7986019849777222), ('biomedis', 0.7756955027580261), ('farmakologi', 0.7369888424873352), ('virologi', 0.7354246377944946), ('hortikultura', 0.7297312617301941), ('biokimia', 0.7252655625343323), ('agronomi', 0.7120077610015869), ('biofisika', 0.7074158787727356), ('toksikologi', 0.7002978920936584)]"
5,kosmetika,"[('kosmetik', 0.7588412761688232), ('deodoran', 0.6676953434944153), ('deterjen', 0.6528640985488892), ('farmasi', 0.650173544883728), ('terpentin', 0.6422504782676697), ('pemutih', 0.6400573253631592), ('betadine', 0.6392999887466431), ('herbal', 0.6377344131469727), ('oleokimia', 0.6305468678474426), ('agrobisnis', 0.6253930330276489)]"
5,farma,"[('tjiwi', 0.7564443349838257), ('kalbe', 0.6720078587532043), ('farmasi', 0.6466482281684875), ('agrobisnis', 0.6080529093742371), ('konimex', 0.5828331112861633), ('pfizer', 0.5783283710479736), ('chemicals', 0.5769520998001099), ('petrokimia', 0.5742254257202148), ('kosmetika', 0.5708760619163513), ('merck', 0.5678078532218933)]"
5,farmakologi,"[('mikrobiologi', 0.8501031994819641), ('imunologi', 0.8264068961143494), ('toksikologi', 0.8256743550300598), ('biokimia', 0.8162835240364075), ('virologi', 0.7827841639518738), ('hematologi', 0.7719584107398987), ('kardiologi', 0.769182562828064), ('urologi', 0.7504228353500366), ('onkologi', 0.7427129149436951), ('bioteknologi', 0.7369888424873352)]"
5,radiologi,"[('fisioterapi', 0.8476308584213257), ('onkologi', 0.8428735733032227), ('medik', 0.7860641479492188), ('patologi', 0.7807764410972595), ('pediatri', 0.7697591185569763), ('ginekologi', 0.7635480761528015), ('diagnostik', 0.7554922699928284), ('obstetri', 0.7537888884544373), ('kardiologi', 0.7499740123748779), ('pulmonologi', 0.7486814260482788)]"
5,mekatronika,"[('robotika', 0.7721971869468689), ('otomasi', 0.7023865580558777), ('keteknikan', 0.6918064951896667), ('tkj', 0.6910262107849121), ('bioinformatika', 0.6901636719703674), ('rpl', 0.6896125674247742), ('tmo', 0.6850354075431824), ('elektronika', 0.6812626123428345), ('biomedis', 0.6775715351104736), ('nanoteknologi', 0.6683771014213562)]"
5,fisioterapi,"[('radiologi', 0.8476308584213257), ('medik', 0.8259759545326233), ('ginekologi', 0.7900463342666626), ('obstetri', 0.7788741588592529), ('onkologi', 0.7683355808258057), ('pediatri', 0.7502910494804382), ('patologi', 0.7470195889472961), ('okupasi', 0.7447730302810669), ('psikiatri', 0.7355862259864807), ('ortopedi', 0.7347891926765442)]"
5,biomedis,"[('bioteknologi', 0.7756955027580261), ('bioinformatika', 0.7466710209846497), ('nanoteknologi', 0.7448559403419495), ('terapan', 0.729888916015625), ('keteknikan', 0.7225649356842041), ('neurosains', 0.7091203927993774), ('mikrobiologi', 0.7009121775627136), ('toksikologi', 0.6919584274291992), ('mekatronika', 0.6775715351104736), ('epidemiologi', 0.6661950349807739)]"
5,keteknikan,"[('terapan', 0.7230154871940613), ('biomedis', 0.7225648760795593), ('mekatronika', 0.6918065547943115), ('nanoteknologi', 0.6896675825119019), ('agronomi', 0.6851851344108582), ('geodesi', 0.6810123920440674), ('perekayasaan', 0.6789666414260864), ('gerontologi', 0.6519728302955627), ('bioteknologi', 0.6476536989212036), ('hortikultura', 0.6440721750259399)]"
5,nanoteknologi,"[('bioteknologi', 0.8239672780036926), ('biomedis', 0.7448558807373047), ('mikrobiologi', 0.742351233959198), ('bioinformatika', 0.7311222553253174), ('neurosains', 0.7193429470062256), ('biofisika', 0.7175931334495544), ('terapan', 0.7031258344650269), ('molekular', 0.691188395023346), ('keteknikan', 0.6896676421165466), ('biokimia', 0.6855312585830688)]"
5,pendidkan,"[('pendidikan', 0.743377685546875), ('diklat', 0.5684783458709717), ('pendididkan', 0.5653143525123596), ('depdiknas', 0.5641290545463562), ('dikdasmen', 0.5484834313392639), ('hankam', 0.5460540652275085), ('kesehatan', 0.5361602306365967), ('pedidikan', 0.53105229139328), ('pendidikkan', 0.5273669958114624), ('sekolah', 0.5225051045417786)]"
5,pendidikannya,"[('studinya', 0.8503451347351074), ('kuliahnya', 0.7619410753250122), ('pendidikanya', 0.724989116191864), ('pembelajarannya', 0.7242752313613892), ('menengahnya', 0.6784466505050659), ('sarjananya', 0.673080563545227), ('belajarnya', 0.6716163754463196), ('pendidikan', 0.6703923344612122), ('pelatihannya', 0.6403552889823914), ('mulo', 0.6293126344680786)]"
5,pendidikkan,"[('pendidikan', 0.6308956146240234), ('tsanawiyah', 0.5287443399429321), ('pendidkan', 0.5273670554161072), ('pkbm', 0.5243368744850159), ('madrasah', 0.5104641914367676), ('diniyah', 0.508849561214447), ('pendididkan', 0.5005563497543335), ('madarasah', 0.4984542727470398), ('ibtidaiyah', 0.4970892369747162), ('tpq', 0.4883158802986145)]"
5,sekolah,"[('perguruan', 0.6892659068107605), ('seminari', 0.6566776037216187), ('sekolahnya', 0.6396419405937195), ('madrasah', 0.6314234137535095), ('pendidikan', 0.6124106049537659), ('sma', 0.5915255546569824), ('sga', 0.5878618359565735), ('mulo', 0.5860801935195923), ('smu', 0.575809121131897), ('kolese', 0.556488037109375)]"
5,pendididkan,"[('stpn', 0.6137451529502869), ('berpresisi', 0.6021580100059509), ('penguruan', 0.5997298955917358), ('peguruan', 0.5897452235221863), ('perguran', 0.5890035629272461), ('dirjend', 0.5874661803245544), ('pendidikan', 0.5763757824897766), ('pendidkan', 0.5653143525123596), ('berstrata', 0.5613425374031067), ('kkni', 0.5604677796363831)]"
5,pedidikan,"[('pendidikan', 0.5763545036315918), ('depdiknas', 0.5558315515518188), ('pendidkan', 0.5310523509979248), ('pendididkan', 0.5285431146621704), ('pkn', 0.5238054394721985), ('ppk', 0.5160611867904663), ('kebudajaan', 0.513166606426239), ('nonformal', 0.5041749477386475), ('departeman', 0.49736520648002625), ('paudni', 0.49268636107444763)]"
5,pengajaran,"[('pembelajaran', 0.7095344066619873), ('pengajarannya', 0.6641501784324646), ('ajaran', 0.6430752277374268), ('ajarannya', 0.6021759510040283), ('pemahaman', 0.599959135055542), ('keilmuan', 0.592286229133606), ('khotbah', 0.58840012550354), ('meditasi', 0.5875034928321838), ('teologinya', 0.5859726667404175), ('kebijaksanaan', 0.5846173167228699)]"
5,perkuliahan,"[('praktikum', 0.7092962265014648), ('kuliah', 0.6915088891983032), ('kbm', 0.6680991649627686), ('pembelajarannya', 0.6460472345352173), ('pembelajaran', 0.6420027613639832), ('perkuliahannya', 0.641523540019989), ('akademik', 0.6317736506462097), ('mengajar', 0.6304975748062134), ('semester', 0.6158629655838013), ('doktoral', 0.5715604424476624)]"
5,kursus,"[('pelatihan', 0.7096611857414246), ('diklat', 0.6106168627738953), ('instruktur', 0.5689985156059265), ('pendidikan', 0.561069667339325), ('latihan', 0.555417001247406), ('perkuliahan', 0.5502187609672546), ('matrikulasi', 0.5477647185325623), ('training', 0.5434817671775818), ('ketrampilan', 0.5398270487785339), ('kuliah', 0.5373833775520325)]"
5,pembelajaran,"[('pengajaran', 0.7095343470573425), ('perkuliahan', 0.6420028209686279), ('pembelajarannya', 0.6316543817520142), ('klasikal', 0.5966086387634277), ('learning', 0.5938015580177307), ('edukasi', 0.5906340479850769), ('penalaran', 0.5788499712944031), ('akademis', 0.5770615935325623), ('silabus', 0.5758835673332214), ('sosialisasi', 0.5753887891769409)]"
5,pengairan,"[('irigasi', 0.8783846497535706), ('drainase', 0.7548401355743408), ('mengairi', 0.6543759107589722), ('bendung', 0.639093816280365), ('persawahan', 0.6300758123397827), ('sawah', 0.6229633688926697), ('selokan', 0.6222509145736694), ('pesawahan', 0.612498939037323), ('pdam', 0.604836106300354), ('pertanian', 0.603833794593811)]"
5,drainase,"[('irigasi', 0.8038880825042725), ('pengairan', 0.754840075969696), ('selokan', 0.6931199431419373), ('erosi', 0.6444860696792603), ('tanggul', 0.6403783559799194), ('akuifer', 0.6383586525917053), ('sanitasi', 0.6370867490768433), ('pengaliran', 0.6263430118560791), ('genangan', 0.615990936756134), ('pengerukan', 0.6107590198516846)]"
5,selokan,"[('tanggul', 0.7119014263153076), ('drainase', 0.6931198835372925), ('bendung', 0.6748450994491577), ('irigasi', 0.6719802618026733), ('waduk', 0.6390771269798279), ('bendungan', 0.6304132342338562), ('pengairan', 0.6222507953643799), ('parit', 0.6146637201309204), ('polder', 0.6123591065406799), ('gorong', 0.5963408946990967)]"
5,mengairi,"[('mengaliri', 0.6682831645011902), ('mensuplai', 0.655828058719635), ('pengairan', 0.6543758511543274), ('irigasi', 0.6444507837295532), ('ditanami', 0.6320831179618835), ('membudidayakan', 0.6152766346931458), ('mengeringkan', 0.61473149061203), ('mencangkul', 0.6025761365890503), ('menggenangi', 0.5908780097961426), ('persawahan', 0.5876009464263916)]"
5,bendung,"[('waduk', 0.7804678678512573), ('bendungan', 0.7497739195823669), ('katulampa', 0.7318445444107056), ('tanggul', 0.7295393943786621), ('plta', 0.6906402707099915), ('wadaslintang', 0.6862931847572327), ('selokan', 0.6748450994491577), ('embung', 0.6669797301292419), ('pengairan', 0.639093816280365), ('irigasi', 0.6316362619400024)]"
5,sawah,"[('persawahan', 0.7569082379341125), ('pesawahan', 0.6854400038719177), ('areal', 0.6664303541183472), ('lahan', 0.6585407257080078), ('sawahnya', 0.6533011198043823), ('ladang', 0.6349354982376099), ('tegalan', 0.6328662633895874), ('pekarangan', 0.6286517977714539), ('terasering', 0.6250520348548889), ('berladang', 0.6247155666351318)]"
5,bendungan,"[('waduk', 0.7852750420570374), ('bendung', 0.7497739791870117), ('plta', 0.747963547706604), ('tanggul', 0.742975115776062), ('jembatan', 0.6504480838775635), ('katulampa', 0.6398631930351257), ('sungai', 0.6334416270256042), ('selokan', 0.6304132342338562), ('irigasi', 0.6164631247520447), ('embung', 0.6154481768608093)]"
5,persawahan,"[('pesawahan', 0.8620214462280273), ('sawah', 0.7569082379341125), ('areal', 0.7532332539558411), ('tegalan', 0.6956045031547546), ('terasering', 0.6886304020881653), ('hamparan', 0.6859779357910156), ('lahan', 0.6767485737800598), ('perbukitan', 0.6727893352508545), ('pekarangan', 0.650218665599823), ('pengairan', 0.6300756335258484)]"
5,waduk,"[('bendungan', 0.7852749228477478), ('bendung', 0.7804678678512573), ('plta', 0.7434157133102417), ('tanggul', 0.7142321467399597), ('embung', 0.7067562937736511), ('katulampa', 0.6797019839286804), ('wadaslintang', 0.6517537832260132), ('kedung', 0.6514424085617065), ('selokan', 0.6390772461891174), ('sendang', 0.6300525069236755)]"
5,tanggul,"[('bendungan', 0.7429750561714172), ('bendung', 0.7295394539833069), ('waduk', 0.7142320871353149), ('selokan', 0.7119014859199524), ('parit', 0.6798520684242249), ('jebol', 0.663144588470459), ('drainase', 0.6403782367706299), ('terowongan', 0.6334431767463684), ('banjir', 0.6280034184455872), ('jebolnya', 0.6161178350448608)]"
5,irigasi,"[('pengairan', 0.8783846497535706), ('drainase', 0.8038881421089172), ('selokan', 0.6719802618026733), ('mengairi', 0.6444507241249084), ('bendung', 0.6316362619400024), ('sawah', 0.6203003525733948), ('bendungan', 0.6164631247520447), ('persawahan', 0.6152477860450745), ('waduk', 0.608831524848938), ('tanggul', 0.5965030193328857)]"
5,pengairan,"[('irigasi', 0.8783846497535706), ('drainase', 0.7548401355743408), ('mengairi', 0.6543759107589722), ('bendung', 0.639093816280365), ('persawahan', 0.6300758123397827), ('sawah', 0.6229633688926697), ('selokan', 0.6222509145736694), ('pesawahan', 0.612498939037323), ('pdam', 0.604836106300354), ('pertanian', 0.603833794593811)]"
5,selokan,"[('tanggul', 0.7119014263153076), ('drainase', 0.6931198835372925), ('bendung', 0.6748450994491577), ('irigasi', 0.6719802618026733), ('waduk', 0.6390771269798279), ('bendungan', 0.6304132342338562), ('pengairan', 0.6222507953643799), ('parit', 0.6146637201309204), ('polder', 0.6123591065406799), ('gorong', 0.5963408946990967)]"
5,erosi,"[('sedimentasi', 0.8297510147094727), ('abrasi', 0.8129388093948364), ('pengikisan', 0.7993384599685669), ('pengendapan', 0.7605287432670593), ('pendangkalan', 0.7492383122444153), ('pelapukan', 0.7444639205932617), ('longsor', 0.7324599623680115), ('intrusi', 0.707360565662384), ('penyusutan', 0.702079713344574), ('kontaminasi', 0.7001864314079285)]"
5,tanggul,"[('bendungan', 0.7429750561714172), ('bendung', 0.7295394539833069), ('waduk', 0.7142320871353149), ('selokan', 0.7119014859199524), ('parit', 0.6798520684242249), ('jebol', 0.663144588470459), ('drainase', 0.6403782367706299), ('terowongan', 0.6334431767463684), ('banjir', 0.6280034184455872), ('jebolnya', 0.6161178350448608)]"
5,akuifer,"[('sedimen', 0.6644321084022522), ('drainase', 0.6383587121963501), ('porositas', 0.6364246010780334), ('genangan', 0.6260616183280945), ('erosi', 0.6165493726730347), ('reservoar', 0.6104395985603333), ('intrusi', 0.606999397277832), ('aluvial', 0.5986208319664001), ('bebatuan', 0.5978458523750305), ('endapan', 0.5970059633255005)]"
5,sanitasi,"[('penyediaan', 0.690226137638092), ('higiene', 0.6413466930389404), ('kebersihan', 0.6371206641197205), ('drainase', 0.6370867490768433), ('kesehatan', 0.6054491400718689), ('pengairan', 0.6011625528335571), ('limbah', 0.5960453748703003), ('infrastruktur', 0.5941054821014404), ('ketersediaan', 0.5865646600723267), ('gizi', 0.5839060544967651)]"
5,pengaliran,"[('resapan', 0.6362512111663818), ('drainase', 0.6263430118560791), ('mengaliri', 0.6258881688117981), ('peluapan', 0.6246491074562073), ('genangan', 0.6222734451293945), ('pemompaan', 0.6194364428520203), ('peresapan', 0.61760014295578), ('pembilasan', 0.614264965057373), ('penjernihan', 0.5961282253265381), ('tampungan', 0.5765931010246277)]"
5,genangan,"[('tergenang', 0.7422370314598083), ('payau', 0.7352718114852905), ('resapan', 0.7334978580474854), ('keruh', 0.7260036468505859), ('digenangi', 0.712494969367981), ('menggenang', 0.7066106200218201), ('terendam', 0.6948943734169006), ('penguapan', 0.6872930526733398), ('peresapan', 0.684366762638092), ('kesadahan', 0.6834555864334106)]"
5,pengerukan,"[('reklamasi', 0.6655077338218689), ('pengeboran', 0.6530599594116211), ('sirsat', 0.621014416217804), ('penambangan', 0.6134489178657532), ('drainase', 0.6107590198516846), ('sedimentasi', 0.5954599976539612), ('reboisasi', 0.5891210436820984), ('tanggul', 0.5824700593948364), ('kerukan', 0.5636935234069824), ('desalinasi', 0.5636674165725708)]"
5,mengaliri,"[('gerong', 0.6781327724456787), ('mengairi', 0.6682831645011902), ('citanduy', 0.6678798198699951), ('sungi', 0.6654142141342163), ('vltava', 0.6595780849456787), ('cikandang', 0.6590601801872253), ('cimanuk', 0.6546129584312439), ('ditepi', 0.6520132422447205), ('cisanggarung', 0.6490972638130188), ('citarum', 0.6440041065216064)]"
5,mensuplai,"[('menyuplai', 0.7663660645484924), ('memasok', 0.7377510666847229), ('mengairi', 0.6558279991149902), ('menyedot', 0.6237372159957886), ('mengalirkan', 0.6088578104972839), ('mengakomodir', 0.6066379547119141), ('mengimbangi', 0.6041775345802307), ('mengakomodasi', 0.6039116978645325), ('menghemat', 0.5991330742835999), ('mengangkut', 0.5919500589370728)]"
5,pengairan,"[('irigasi', 0.8783846497535706), ('drainase', 0.7548401355743408), ('mengairi', 0.6543759107589722), ('bendung', 0.639093816280365), ('persawahan', 0.6300758123397827), ('sawah', 0.6229633688926697), ('selokan', 0.6222509145736694), ('pesawahan', 0.612498939037323), ('pdam', 0.604836106300354), ('pertanian', 0.603833794593811)]"
5,irigasi,"[('pengairan', 0.8783846497535706), ('drainase', 0.8038881421089172), ('selokan', 0.6719802618026733), ('mengairi', 0.6444507241249084), ('bendung', 0.6316362619400024), ('sawah', 0.6203003525733948), ('bendungan', 0.6164631247520447), ('persawahan', 0.6152477860450745), ('waduk', 0.608831524848938), ('tanggul', 0.5965030193328857)]"
5,ditanami,"[('ditanam', 0.7691540718078613), ('dipanen', 0.7443482279777527), ('menanam', 0.7248075008392334), ('ditumbuhi', 0.7084409594535828), ('dibudidayakan', 0.7051779627799988), ('diairi', 0.6946727633476257), ('membudidayakan', 0.6806173920631409), ('memanen', 0.6694575548171997), ('diusahakan', 0.6627839207649231), ('mencangkul', 0.6389179825782776)]"
5,membudidayakan,"[('memanen', 0.770021915435791), ('dibudidayakan', 0.7241866588592529), ('menanam', 0.723586916923523), ('pembudidayaan', 0.7081767320632935), ('ditanami', 0.6806173324584961), ('bertanam', 0.6665684580802917), ('budidaya', 0.6405409574508667), ('menimbun', 0.6340435743331909), ('beternak', 0.6320475935935974), ('menebang', 0.6302798986434937)]"
5,mengeringkan,"[('merendam', 0.741704523563385), ('mengawetkan', 0.7122284770011902), ('mengaduk', 0.6951534152030945), ('membersihkan', 0.690500020980835), ('membasahi', 0.6809715032577515), ('merebus', 0.6802905201911926), ('menjilati', 0.6686245799064636), ('menjemur', 0.6616178154945374), ('membilas', 0.6545080542564392), ('mendinginkan', 0.6520087718963623)]"
5,mencangkul,"[('ditanami', 0.6389179825782776), ('menanami', 0.6373456120491028), ('berladang', 0.63699871301651), ('lunto', 0.6317648887634277), ('menanam', 0.6260326504707336), ('memanen', 0.6239507794380188), ('bercocok', 0.6176409125328064), ('sawahnya', 0.6145415902137756), ('terasering', 0.612211287021637), ('mengairi', 0.6025761961936951)]"
5,menggenangi,"[('terendam', 0.7872797846794128), ('tergenang', 0.7771524786949158), ('meluap', 0.7049257159233093), ('membanjiri', 0.6982278823852539), ('digenangi', 0.6964333057403564), ('dikeruk', 0.6565596461296082), ('genangan', 0.6547554731369019), ('menggenang', 0.6390953660011292), ('luapan', 0.6291806101799011), ('jebol', 0.6262623071670532)]"
5,persawahan,"[('pesawahan', 0.8620214462280273), ('sawah', 0.7569082379341125), ('areal', 0.7532332539558411), ('tegalan', 0.6956045031547546), ('terasering', 0.6886304020881653), ('hamparan', 0.6859779357910156), ('lahan', 0.6767485737800598), ('perbukitan', 0.6727893352508545), ('pekarangan', 0.650218665599823), ('pengairan', 0.6300756335258484)]"
5,waduk,"[('bendungan', 0.7852749228477478), ('bendung', 0.7804678678512573), ('plta', 0.7434157133102417), ('tanggul', 0.7142321467399597), ('embung', 0.7067562937736511), ('katulampa', 0.6797019839286804), ('wadaslintang', 0.6517537832260132), ('kedung', 0.6514424085617065), ('selokan', 0.6390772461891174), ('sendang', 0.6300525069236755)]"
5,bendungan,"[('waduk', 0.7852750420570374), ('bendung', 0.7497739791870117), ('plta', 0.747963547706604), ('tanggul', 0.742975115776062), ('jembatan', 0.6504480838775635), ('katulampa', 0.6398631930351257), ('sungai', 0.6334416270256042), ('selokan', 0.6304132342338562), ('irigasi', 0.6164631247520447), ('embung', 0.6154481768608093)]"
5,katulampa,"[('bendung', 0.7318446040153503), ('wadaslintang', 0.7110909819602966), ('waduk', 0.6797019839286804), ('saguling', 0.6736611723899841), ('klebut', 0.6603829264640808), ('cipancuh', 0.6554852724075317), ('cengklik', 0.643335223197937), ('sempor', 0.6432511210441589), ('bendungan', 0.6398631930351257), ('embung', 0.6384840607643127)]"
5,tanggul,"[('bendungan', 0.7429750561714172), ('bendung', 0.7295394539833069), ('waduk', 0.7142320871353149), ('selokan', 0.7119014859199524), ('parit', 0.6798520684242249), ('jebol', 0.663144588470459), ('drainase', 0.6403782367706299), ('terowongan', 0.6334431767463684), ('banjir', 0.6280034184455872), ('jebolnya', 0.6161178350448608)]"
5,plta,"[('bendungan', 0.7479634881019592), ('pltu', 0.7450440526008606), ('waduk', 0.7434157729148865), ('cirata', 0.7075285911560059), ('bendung', 0.6906402707099915), ('pltg', 0.6626271605491638), ('saguling', 0.6610957980155945), ('pdam', 0.648712694644928), ('jatiluhur', 0.6461523771286011), ('embung', 0.6218361854553223)]"
