tingkat setelah parent,parent,similarity
4,keberlanjutan,"[('transparansi', 0.6906924843788147), ('kemandirian', 0.6626337170600891), ('keterbukaan', 0.6405288577079773), ('akuntabilitas', 0.6357672214508057), ('ekologis', 0.6284396052360535), ('berkelanjutan', 0.6278164386749268), ('kesinambungan', 0.618874192237854), ('penerapan', 0.6072805523872375), ('pemerataan', 0.601615309715271), ('integritas', 0.6009750962257385)]"
4,pemanfaatan,"[('penyediaan', 0.6810844540596008), ('pengelolaan', 0.679000973701477), ('budidaya', 0.667709469795227), ('sumberdaya', 0.6524565815925598), ('pengolahan', 0.6456025242805481), ('ketersediaan', 0.6335597634315491), ('reboisasi', 0.6329507231712341), ('penanaman', 0.6290888786315918), ('penghijauan', 0.606604814529419), ('penyaluran', 0.6064005494117737)]"
4,menyeluruh,"[('sistematis', 0.7911758422851562), ('ekstensif', 0.7738415598869324), ('komprehensif', 0.7574430108070374), ('substansial', 0.7522064447402954), ('terperinci', 0.7370900511741638), ('rinci', 0.7265448570251465), ('holistik', 0.722070038318634), ('seksama', 0.719963788986206), ('mendetail', 0.7174491286277771), ('gamblang', 0.7120069861412048)]"
4,terencana,"[('berkelanjutan', 0.6567220687866211), ('terkoordinasi', 0.6377911567687988), ('sistematis', 0.5844846963882446), ('menyeluruh', 0.5842741131782532), ('terorganisir', 0.5669587254524231), ('inklusif', 0.5595792531967163), ('keusangan', 0.5581890344619751), ('kooperatif', 0.5542281866073608), ('terkontrol', 0.5488653182983398), ('perencanaan', 0.5482985973358154)]"
4,optimal,"[('efisien', 0.7205953001976013), ('ekonomis', 0.7195178866386414), ('optimum', 0.7173589468002319), ('efektif', 0.6808961033821106), ('menyeluruh', 0.6408290266990662), ('seimbang', 0.6337257623672485), ('memadai', 0.6307936310768127), ('selektif', 0.6292889714241028), ('maksimal', 0.6238461136817932), ('konsisten', 0.6178622841835022)]"
4,kolaboratif,"[('konseptual', 0.6825021505355835), ('partisipatif', 0.6547460556030273), ('komprehensif', 0.6289225816726685), ('integratif', 0.6218577027320862), ('saintifik', 0.6138575673103333), ('organisasional', 0.6097326874732971), ('holistik', 0.6073209047317505), ('makro', 0.6051878929138184), ('multidisiplin', 0.5964047312736511), ('kuantitatif', 0.5927194952964783)]"
4,ekstensif,"[('menyeluruh', 0.773841381072998), ('intensif', 0.7420022487640381), ('substansial', 0.7179586887359619), ('sistematis', 0.7067171931266785), ('terperinci', 0.7010308504104614), ('ektensif', 0.6943415403366089), ('mendetail', 0.6925486922264099), ('rinci', 0.6816794872283936), ('simultan', 0.6761680245399475), ('sinergis', 0.6725795865058899)]"
4,substansial,"[('signifikan', 0.7812835574150085), ('menyeluruh', 0.7522063851356506), ('dramatis', 0.7285934090614319), ('ekstensif', 0.7179588079452515), ('implisit', 0.7004295587539673), ('gamblang', 0.6945257782936096), ('keselurahan', 0.6811013221740723), ('inheren', 0.6687788367271423), ('akumulatif', 0.6648538708686829), ('berturutan', 0.6600325107574463)]"
4,diskrit,"[('diskret', 0.7772461771965027), ('linier', 0.7708633542060852), ('fisis', 0.7630075216293335), ('skalar', 0.726982831954956), ('invers', 0.7208371758460999), ('kontinu', 0.7181974649429321), ('invarian', 0.7149702906608582), ('numerik', 0.7121127247810364), ('planar', 0.7120965123176575), ('stokastik', 0.7098902463912964)]"
4,stokastik,"[('kuantisasi', 0.7830968499183655), ('dinamik', 0.7706220149993896), ('induktif', 0.7659826278686523), ('wavelet', 0.749092161655426), ('analitis', 0.7443373203277588), ('nonlinier', 0.7443127632141113), ('fisis', 0.7416691780090332), ('komputasional', 0.7411215901374817), ('fourier', 0.7397814393043518), ('osilator', 0.7344738841056824)]"
4,dinamik,"[('stokastik', 0.7706220746040344), ('induktif', 0.7540764808654785), ('fisis', 0.7185477614402771), ('iteratif', 0.7100164294242859), ('linier', 0.7065157890319824), ('modulasi', 0.6976034641265869), ('diskrit', 0.6915656328201294), ('komputasional', 0.6850815415382385), ('osilator', 0.6845642328262329), ('boolean', 0.6818326115608215)]"
4,usahanya,"[('upayanya', 0.7525680661201477), ('bisnisnya', 0.7408128976821899), ('usaha', 0.6880578994750977), ('perjuangannya', 0.6723312139511108), ('upaya', 0.6195871829986572), ('keberhasilannya', 0.6173548102378845), ('ambisinya', 0.6018266081809998), ('kegiatannya', 0.5936955213546753), ('kesuksesannya', 0.588474452495575), ('misinya', 0.5823308229446411)]"
4,perusahaannya,"[('perusahaan', 0.698300838470459), ('bisnisnya', 0.654789388179779), ('perusahan', 0.6460100412368774), ('corp', 0.621518611907959), ('corporation', 0.5855008959770203), ('holdings', 0.5810927152633667), ('company', 0.5783017873764038), ('sahamnya', 0.5698112845420837), ('investasinya', 0.5650778412818909), ('viacom', 0.5613818764686584)]"
4,berbisnis,"[('berjualan', 0.6190333962440491), ('berinvestasi', 0.6158367395401001), ('bisnisnya', 0.600629448890686), ('menekuni', 0.5896697044372559), ('berwirausaha', 0.5580871105194092), ('berkiprah', 0.553350567817688), ('berakting', 0.5493916869163513), ('berdagang', 0.5484920740127563), ('menabung', 0.5440986156463623), ('menggeluti', 0.5439667701721191)]"
4,kegiatannya,"[('aktivitasnya', 0.8227125406265259), ('kegiatan', 0.6993828415870667), ('tugasnya', 0.6525370478630066), ('aktivitas', 0.629967212677002), ('organisasinya', 0.620138943195343), ('pekerjaannya', 0.6198147535324097), ('pelayanannya', 0.595780611038208), ('usahanya', 0.5936954617500305), ('profesinya', 0.5783505439758301), ('kiprahnya', 0.5693246722221375)]"
4,pekerjaannya,"[('profesinya', 0.7297244071960449), ('aktivitasnya', 0.6782960295677185), ('pekerjaan', 0.6667805314064026), ('tugasnya', 0.6320447325706482), ('kegiatannya', 0.6198146939277649), ('pekerjaanya', 0.5851884484291077), ('kehidupannya', 0.5733708143234253), ('kuliahnya', 0.5589251518249512), ('studinya', 0.557468056678772), ('bisnisnya', 0.5525133013725281)]"
4,aktivitasnya,"[('kegiatannya', 0.8227126598358154), ('pekerjaannya', 0.6782959699630737), ('aktivitas', 0.6576748490333557), ('profesinya', 0.6508318185806274), ('kiprahnya', 0.6384609937667847), ('tugasnya', 0.6204577684402466), ('kesuksesannya', 0.5795887112617493), ('usahanya', 0.5785524845123291), ('peranannya', 0.578527569770813), ('pelayanannya', 0.5771145820617676)]"
4,operasinya,"[('layanannya', 0.7804416418075562), ('penerbangannya', 0.7535529136657715), ('operasionalnya', 0.6819656491279602), ('siarannya', 0.5995606184005737), ('ekspansinya', 0.5821717381477356), ('misinya', 0.5701186656951904), ('operasi', 0.5651240348815918), ('penerbitannya', 0.5646676421165466), ('penerbangan', 0.5629426836967468), ('pengembangannya', 0.5435777902603149)]"
4,marketing,"[('advertising', 0.7840858697891235), ('corporate', 0.7378526926040649), ('consultant', 0.737226128578186), ('consulting', 0.7118763327598572), ('communication', 0.6833069324493408), ('innovation', 0.6800380349159241), ('consumer', 0.6711462736129761), ('managing', 0.6702955365180969), ('markplus', 0.6647921204566956), ('customer', 0.6643964052200317)]"
4,manajemen,"[('managemen', 0.6721718311309814), ('pengelolaan', 0.6518069505691528), ('akuntansi', 0.6319820284843445), ('manajerial', 0.6024588346481323), ('pemasaran', 0.5760887265205383), ('management', 0.5619461536407471), ('penjaminan', 0.559860110282898), ('bisnis', 0.5566433072090149), ('transparansi', 0.5563189387321472), ('manajemennya', 0.5519992113113403)]"
4,bauran,"[('pemasaran', 0.5699165463447571), ('crm', 0.5363484025001526), ('optimisasi', 0.533531129360199), ('inteligensi', 0.5304637551307678), ('groupware', 0.5119222402572632), ('ekonometrika', 0.5077874660491943), ('prediktif', 0.5013125538825989), ('algoritma', 0.49627476930618286), ('otomata', 0.49095168709754944), ('komputasional', 0.49024316668510437)]"
4,pemasarannya,"[('pemasaran', 0.5690949559211731), ('distribusinya', 0.5514910817146301), ('produknya', 0.5439001321792603), ('produksi', 0.5423218607902527), ('ekspor', 0.5344762802124023), ('produksinya', 0.5282480120658875), ('pengolahannya', 0.5113876461982727), ('pendistribusian', 0.5091060996055603), ('diekspor', 0.4976213872432709), ('mengekspor', 0.49753355979919434)]"
4,retail,"[('ritel', 0.8225907683372498), ('stores', 0.743269145488739), ('eceran', 0.7213295698165894), ('trading', 0.7011095285415649), ('products', 0.684014618396759), ('consumer', 0.6784270405769348), ('hsbc', 0.6778901815414429), ('marketplace', 0.6734513640403748), ('unilever', 0.671334981918335), ('pengecer', 0.6697237491607666)]"
4,pendistribusian,"[('penyediaan', 0.7071871757507324), ('pengadaan', 0.6526424884796143), ('penyaluran', 0.6423851847648621), ('perizinan', 0.6409932374954224), ('pembiayaan', 0.6321840882301331), ('pengumpulan', 0.6127486824989319), ('pemrosesan', 0.5972890257835388), ('pengemasan', 0.5826509594917297), ('pemanfaatan', 0.5806922912597656), ('pembelian', 0.5781838893890381)]"
4,korporat,"[('korporasi', 0.7127910852432251), ('sekuritas', 0.6526476740837097), ('retail', 0.6468660831451416), ('periklanan', 0.6342228651046753), ('ekuitas', 0.6294387578964233), ('ritel', 0.6271263360977173), ('broker', 0.5943230390548706), ('perbankan', 0.5883252024650574), ('corporate', 0.5882437229156494), ('marketing', 0.5784630179405212)]"
4,advertising,"[('marketing', 0.7840858697891235), ('consultant', 0.7423647046089172), ('consumer', 0.7336005568504333), ('corporate', 0.7111600637435913), ('innovative', 0.7083611488342285), ('creative', 0.6956173181533813), ('consulting', 0.6895514726638794), ('customer', 0.6845768690109253), ('communication', 0.6712897419929504), ('innovation', 0.6655603051185608)]"
4,jurnalisme,"[('jurnalistik', 0.6524842977523804), ('periklanan', 0.5906059741973877), ('media', 0.5575625896453857), ('imersif', 0.5528055429458618), ('psikologi', 0.5491690039634705), ('editorial', 0.534717857837677), ('journalism', 0.5305270552635193), ('publikasi', 0.5287811160087585), ('akademis', 0.5279609560966492), ('objektivitas', 0.5230154991149902)]"
4,konsultan,"[('supervisor', 0.6563050746917725), ('akuntan', 0.6548948287963867), ('direktur', 0.6489816904067993), ('consultant', 0.6307978630065918), ('rekanan', 0.6194024682044983), ('penasihat', 0.6158989667892456), ('perencana', 0.6099408268928528), ('wirausahawan', 0.605596125125885), ('penasehat', 0.6039475798606873), ('analis', 0.6035430431365967)]"
4,upaya,"[('upayanya', 0.7222516536712646), ('usaha', 0.6379133462905884), ('tindakan', 0.6265771389007568), ('usahanya', 0.619587242603302), ('berupaya', 0.6036131381988525), ('langkah', 0.5978403687477112), ('inisiatif', 0.5793085694313049), ('ambisinya', 0.5652623176574707), ('keberhasilan', 0.5645741820335388), ('berusaha', 0.5639971494674683)]"
4,umkm,"[('koperasi', 0.6771562695503235), ('wirausaha', 0.6368319988250732), ('kepariwisataan', 0.6193774342536926), ('agro', 0.6025674343109131), ('kewirausahaan', 0.5800231695175171), ('subsektor', 0.56462562084198), ('sektor', 0.5615580677986145), ('perdesaan', 0.5614206790924072), ('agribisnis', 0.5600131154060364), ('perekonomian', 0.5588396191596985)]"
4,kegiatan,"[('aktivitas', 0.8188784718513489), ('kegiatannya', 0.6993828415870667), ('aktifitas', 0.6225369572639465), ('kegitan', 0.6183014512062073), ('rutinitas', 0.5843602418899536), ('pengajian', 0.5772265195846558), ('sosialisasi', 0.560072124004364), ('ekstrakulikuler', 0.5581185817718506), ('aktivitasnya', 0.5537549257278442), ('sarana', 0.5418538451194763)]"
4,koperasi,"[('umkm', 0.677156388759613), ('ukm', 0.6384980082511902), ('kud', 0.6247895359992981), ('perindustrian', 0.5970749855041504), ('kewirausahaan', 0.5892807841300964), ('ketenagakerjaan', 0.5891943573951721), ('tani', 0.5666937828063965), ('gapoktan', 0.565833330154419), ('pkk', 0.5626342296600342), ('bulog', 0.5608385801315308)]"
4,manufaktur,"[('otomotif', 0.6875444054603577), ('fabrikasi', 0.6858776807785034), ('industri', 0.6768615245819092), ('tekstil', 0.6552131175994873), ('metalurgi', 0.6550542116165161), ('otomasi', 0.635390043258667), ('permesinan', 0.6186134219169617), ('pengepakan', 0.6105228066444397), ('perakitan', 0.609569251537323), ('perkayuan', 0.6079723238945007)]"
4,tekstil,"[('garmen', 0.7511497139930725), ('furnitur', 0.7105027437210083), ('mebel', 0.7089782357215881), ('kerajinan', 0.6847010850906372), ('perkayuan', 0.6814824342727661), ('bordir', 0.6713955402374268), ('meubel', 0.6666789650917053), ('manufaktur', 0.6552130579948425), ('kriya', 0.651602029800415), ('tenun', 0.6500744223594666)]"
4,pertambangan,"[('tambang', 0.7876625061035156), ('penambangan', 0.7762651443481445), ('batubara', 0.721348226070404), ('perminyakan', 0.6203771829605103), ('timah', 0.6193028092384338), ('industri', 0.6185423731803894), ('bauksit', 0.6150638461112976), ('perkayuan', 0.6142244935035706), ('migas', 0.609131932258606), ('bijih', 0.6078614592552185)]"
4,perkayuan,"[('meubel', 0.7249041795730591), ('garmen', 0.6974437832832336), ('agro', 0.6854400634765625), ('tekstil', 0.6814823746681213), ('agrobisnis', 0.6690940856933594), ('agribisnis', 0.6657664179801941), ('perkapalan', 0.6603594422340393), ('perbenihan', 0.6581761837005615), ('perbengkelan', 0.6427836418151855), ('pergudangan', 0.6334712505340576)]"
4,komersial,"[('komersil', 0.7401480078697205), ('ekonomis', 0.5889334082603455), ('industri', 0.5740158557891846), ('domestik', 0.5613564252853394), ('eksklusif', 0.546916127204895), ('komersialnya', 0.5450889468193054), ('finansial', 0.5387951731681824), ('ritel', 0.5369850397109985), ('eceran', 0.5361737012863159), ('ekslusif', 0.5226470828056335)]"
4,perindustrian,"[('kehutanan', 0.6619913578033447), ('esdm', 0.6239385008811951), ('perikanan', 0.6141269207000732), ('ketenagakerjaan', 0.607202410697937), ('kelautan', 0.6009437441825867), ('koperasi', 0.5970751047134399), ('pertambangan', 0.591930091381073), ('perhubungan', 0.587820291519165), ('perkayuan', 0.5857855081558228), ('perminyakan', 0.58030766248703)]"
4,garmen,"[('tekstil', 0.7511497139930725), ('meubel', 0.7078607678413391), ('perkayuan', 0.6974439024925232), ('furnitur', 0.6742959022521973), ('mebel', 0.6635870933532715), ('pengepakan', 0.6426881551742554), ('kosmetik', 0.6367778778076172), ('furniture', 0.6146385669708252), ('bordir', 0.6113196611404419), ('penggilingan', 0.597489058971405)]"
4,kepariwisataan,"[('pariwisata', 0.7179228067398071), ('perhotelan', 0.6761558055877686), ('iptek', 0.6714797616004944), ('turisme', 0.6204795241355896), ('umkm', 0.6193774938583374), ('agro', 0.6108067631721497), ('ekowisata', 0.6061422824859619), ('kewirausahaan', 0.5940037369728088), ('sdm', 0.5758017301559448), ('agrobisnis', 0.5723364353179932)]"
4,agribisnis,"[('agrobisnis', 0.8112244606018066), ('agro', 0.7772094011306763), ('agroindustri', 0.7711087465286255), ('agroteknologi', 0.75187748670578), ('hortikultura', 0.734437882900238), ('perbenihan', 0.729699969291687), ('subsektor', 0.7191765308380127), ('agronomi', 0.6981000304222107), ('holtikultura', 0.6968381404876709), ('skk', 0.6826880574226379)]"
4,katering,"[('persewaan', 0.6816437244415283), ('catering', 0.6544657945632935), ('penyewaan', 0.6440920233726501), ('binatu', 0.62704998254776), ('perhotelan', 0.6106488704681396), ('rental', 0.5982207655906677), ('laundry', 0.590497612953186), ('pergudangan', 0.584896981716156), ('bermerek', 0.5798165798187256), ('garmen', 0.5779758095741272)]"
4,pergudangan,"[('pengangkutan', 0.6680746078491211), ('perbengkelan', 0.6644760370254517), ('perkayuan', 0.6334711909294128), ('perkapalan', 0.6143801808357239), ('pengepakan', 0.6125011444091797), ('perhotelan', 0.6104373335838318), ('agro', 0.6100172400474548), ('retail', 0.5968185663223267), ('logistik', 0.5966895818710327), ('tranportasi', 0.5908107757568359)]"
4,agrobisnis,"[('agribisnis', 0.8112244009971619), ('agro', 0.7779330611228943), ('perbenihan', 0.7094295620918274), ('agroindustri', 0.6805078387260437), ('hortikultura', 0.6716865301132202), ('holtikultura', 0.6700495481491089), ('perkayuan', 0.6690941452980042), ('bioenergi', 0.6388576626777649), ('subsektor', 0.6377460360527039), ('skk', 0.6358047127723694)]"
4,akomodasi,"[('penginapan', 0.7318487167358398), ('rekreasi', 0.6160155534744263), ('perhotelan', 0.6073576211929321), ('kenyamanan', 0.5993169546127319), ('perkantoran', 0.5933716297149658), ('homestay', 0.582267701625824), ('fasilitas', 0.5814399719238281), ('fasilitasnya', 0.5624601244926453), ('hunian', 0.5601733922958374), ('penyediaan', 0.5583842396736145)]"
4,eceran,"[('ritel', 0.7962606549263), ('grosir', 0.7516849637031555), ('pengecer', 0.7403740286827087), ('retail', 0.7213295698165894), ('kelontong', 0.6872862577438354), ('minimarket', 0.6311689019203186), ('cenderamata', 0.6222679018974304), ('toko', 0.608953058719635), ('kios', 0.5839685201644897), ('retailer', 0.5800577998161316)]"
4,pengecer,"[('ritel', 0.7512216567993164), ('eceran', 0.740373969078064), ('retail', 0.6697237491607666), ('produknya', 0.6625022292137146), ('bermerek', 0.6551415324211121), ('peritel', 0.6474028825759888), ('distributor', 0.6448412537574768), ('vendor', 0.6365005373954773), ('retailer', 0.6347951889038086), ('marketplace', 0.6308320164680481)]"
4,minimarket,"[('indomaret', 0.8098741769790649), ('swalayan', 0.7767425775527954), ('alfamart', 0.7655866146087646), ('supermarket', 0.7598773241043091), ('carrefour', 0.7198212742805481), ('gerai', 0.6997547149658203), ('ritel', 0.6948831081390381), ('ruko', 0.6883832216262817), ('pertokoan', 0.6882845759391785), ('spbu', 0.6855103969573975)]"
4,grosir,"[('eceran', 0.7516850233078003), ('ritel', 0.6625970005989075), ('perbelanjaan', 0.6553884744644165), ('retail', 0.634979248046875), ('pertokoan', 0.6340793967247009), ('swalayan', 0.6167820692062378), ('jajanan', 0.6149426698684692), ('minimarket', 0.5977901816368103), ('pergudangan', 0.5894948840141296), ('toko', 0.5839129686355591)]"
4,peritel,"[('retail', 0.6563897728919983), ('pengecer', 0.6474028825759888), ('ritel', 0.6463152766227722), ('vendor', 0.5888407826423645), ('distributor', 0.5826832056045532), ('eceran', 0.572376012802124), ('produsen', 0.5689482688903809), ('marketplace', 0.559514045715332), ('erafone', 0.5564557313919067), ('pepsico', 0.5476289987564087)]"
4,hipermarket,"[('krispy', 0.6835832595825195), ('yoshinoya', 0.6769023537635803), ('minimarket', 0.6752551198005676), ('carrefour', 0.6694284081459045), ('breadtalk', 0.6611558198928833), ('kreme', 0.6481342911720276), ('chatime', 0.6438887119293213), ('excelso', 0.6403827667236328), ('ritel', 0.6373876929283142), ('hanamasa', 0.6373016238212585)]"
4,ikea,"[('hsbc', 0.6583746075630188), ('retail', 0.6352851390838623), ('unilever', 0.6328026652336121), ('ritel', 0.6271708011627197), ('lotte', 0.6252855062484741), ('nyse', 0.620647132396698), ('erafone', 0.6199391484260559), ('breadtalk', 0.6020471453666687), ('uniqlo', 0.6002594828605652), ('pepsico', 0.5986798405647278)]"
4,konsorsium,"[('korporasi', 0.6719793081283569), ('perusahan', 0.6488447785377502), ('firma', 0.6451290845870972), ('subsidiari', 0.6379067897796631), ('perusahaan', 0.6222109794616699), ('venture', 0.6129258275032043), ('proyek', 0.6037870645523071), ('joint', 0.5889398455619812), ('kemitraan', 0.5692289471626282), ('rekanan', 0.5661433339118958)]"
4,perusahan,"[('perusahaan', 0.8401132225990295), ('firma', 0.6821371912956238), ('konglomerat', 0.6507695913314819), ('konsorsium', 0.648844838142395), ('perusahaannya', 0.6460100412368774), ('korporasi', 0.6417016386985779), ('konglomerasi', 0.6276543140411377), ('holdings', 0.6236432194709778), ('subsidiari', 0.61174476146698), ('multinasional', 0.6023440957069397)]"
4,firma,"[('perusahan', 0.6821372509002686), ('konsorsium', 0.6451290845870972), ('perusahaan', 0.6369860768318176), ('korporasi', 0.6159745454788208), ('partners', 0.6159175038337708), ('deloitte', 0.589809775352478), ('llp', 0.5681845545768738), ('subsidiari', 0.5446093678474426), ('rekanan', 0.5346700549125671), ('konsultan', 0.5317376852035522)]"
4,investment,"[('finance', 0.8489802479743958), ('investments', 0.845647931098938), ('securities', 0.8432457447052002), ('equity', 0.842094361782074), ('logistics', 0.7931525707244873), ('asset', 0.7915266156196594), ('assets', 0.7814443707466125), ('partnership', 0.7730867266654968), ('infrastructure', 0.7729207277297974), ('banking', 0.7721070647239685)]"
4,multinasional,"[('korporasi', 0.6034337282180786), ('perusahan', 0.6023441553115845), ('konglomerat', 0.5979032516479492), ('konglomerasi', 0.5944370627403259), ('perusahaan', 0.575000524520874), ('nirlaba', 0.5642541646957397), ('ritel', 0.545680046081543), ('patungan', 0.5410306453704834), ('subsidiari', 0.5291129946708679), ('korporat', 0.5194368362426758)]"
4,perusahaan,"[('perusahan', 0.8401132225990295), ('perusahaannya', 0.698300838470459), ('produsen', 0.6387410163879395), ('firma', 0.6369860768318176), ('merek', 0.6323168277740479), ('konsorsium', 0.6222109794616699), ('bumn', 0.6053872108459473), ('korporasi', 0.6013821363449097), ('subsidiari', 0.6005415320396423), ('holdings', 0.5989190340042114)]"
4,oecd,"[('imf', 0.6824512481689453), ('cooperation', 0.6552590727806091), ('osce', 0.6552325487136841), ('countries', 0.643772542476654), ('undp', 0.6426504254341125), ('unhcr', 0.6366240978240967), ('efta', 0.636326014995575), ('economic', 0.6359903216362), ('monetary', 0.6185910701751709), ('dmi', 0.6175245046615601)]"
4,wto,"[('gatt', 0.7091107964515686), ('multilateral', 0.7039450407028198), ('imf', 0.6559590697288513), ('antarpemerintah', 0.6272331476211548), ('eec', 0.6241830587387085), ('agreement', 0.6199978590011597), ('arbitrase', 0.6144440174102783), ('arbitrasi', 0.6124252676963806), ('icrc', 0.6114316582679749), ('eea', 0.6109102368354797)]"
4,monetary,"[('investment', 0.7579740881919861), ('currency', 0.751512885093689), ('institutions', 0.7441787719726562), ('cooperation', 0.7431002855300903), ('policies', 0.7391951084136963), ('finance', 0.7369393110275269), ('financing', 0.7351717352867126), ('settlement', 0.7308748364448547), ('accountability', 0.7306205034255981), ('transparency', 0.7305298447608948)]"
4,unhcr,"[('unaids', 0.6480969786643982), ('osce', 0.6378188133239746), ('oecd', 0.6366241574287415), ('pbb', 0.6365694403648376), ('imf', 0.629582941532135), ('ilo', 0.6168951988220215), ('unicef', 0.5969656705856323), ('undp', 0.5846480131149292), ('unfpa', 0.5820809006690979), ('icrc', 0.5737844109535217)]"
4,undp,"[('unep', 0.6858166456222534), ('usaid', 0.6602540612220764), ('fund', 0.645855188369751), ('oecd', 0.6426504254341125), ('sustainable', 0.6393674612045288), ('wfp', 0.6247703433036804), ('imf', 0.6193532347679138), ('unicef', 0.6098548769950867), ('development', 0.6074822545051575), ('unfpa', 0.6042776703834534)]"
4,fund,"[('trust', 0.765741765499115), ('initiative', 0.7347679138183594), ('monetary', 0.7115768194198608), ('partnership', 0.7053987383842468), ('markets', 0.7032976150512695), ('income', 0.7002632021903992), ('investment', 0.6998695135116577), ('organization', 0.6880495548248291), ('funds', 0.6879124045372009), ('sustainable', 0.6809000372886658)]"
4,dmi,"[('oecd', 0.6175245046615601), ('wto', 0.5952494740486145), ('imf', 0.5944209694862366), ('ombudsman', 0.5881404876708984), ('eec', 0.5802898406982422), ('kliring', 0.5566871166229248), ('eurostat', 0.5561379194259644), ('bapepam', 0.5552176833152771), ('securities', 0.5549625158309937), ('reksa', 0.5519912838935852)]"
4,adb,"[('abn', 0.669280469417572), ('finance', 0.6580571532249451), ('amro', 0.627352237701416), ('usaid', 0.6228886842727661), ('investment', 0.6210392117500305), ('development', 0.6187027096748352), ('cooperation', 0.6168913841247559), ('idb', 0.6099031567573547), ('uob', 0.6079328060150146), ('banking', 0.6055797934532166)]"
4,policy,"[('policies', 0.7425634264945984), ('economic', 0.7375429272651672), ('relations', 0.733559787273407), ('economy', 0.7331777215003967), ('reform', 0.7160218954086304), ('monetary', 0.7103675007820129), ('opinion', 0.7095798850059509), ('political', 0.7071194648742676), ('diplomacy', 0.7035573124885559), ('institutions', 0.7001643180847168)]"
4,swastanisasi,"[('privatisasi', 0.797160804271698), ('restrukturisasi', 0.7164427042007446), ('nasionalisasi', 0.7152407765388489), ('deregulasi', 0.6851611733436584), ('divestasi', 0.6693058013916016), ('liberalisasi', 0.6191636919975281), ('pembiayaan', 0.6121140122413635), ('kebangkrutan', 0.5827711224555969), ('penertiban', 0.5787273645401001), ('akuisisi', 0.5775936841964722)]"
4,nasionalisasi,"[('privatisasi', 0.7734038829803467), ('restrukturisasi', 0.7214739322662354), ('swastanisasi', 0.7152407765388489), ('divestasi', 0.6948477625846863), ('deregulasi', 0.6519829034805298), ('konsolidasi', 0.6266080141067505), ('pengambilalihan', 0.6248895525932312), ('rasionalisasi', 0.6224831342697144), ('akuisisi', 0.6064208745956421), ('eksploitasi', 0.6022561192512512)]"
4,analitik,"[('statistika', 0.7918630242347717), ('analitis', 0.7669842839241028), ('komputasional', 0.7515645623207092), ('matematik', 0.7442940473556519), ('stokastik', 0.7102382779121399), ('induktif', 0.7063307762145996), ('kalkulus', 0.6988107562065125), ('molekular', 0.6985073685646057), ('terapan', 0.6966835856437683), ('ekonometrika', 0.6949582695960999)]"
4,fungsionalisme,"[('strukturalis', 0.7426820993423462), ('strukturalisme', 0.7282934784889221), ('holisme', 0.7253934144973755), ('fenomenologis', 0.7246015667915344), ('behaviorisme', 0.7234517335891724), ('psikoanalisis', 0.7191922664642334), ('determinisme', 0.7144418358802795), ('materialisme', 0.7132560610771179), ('positivis', 0.7124993801116943), ('konstruktivisme', 0.7024708986282349)]"
4,ricardian,"[('konstruktivis', 0.6350958943367004), ('neoliberal', 0.6197060942649841), ('keynesianisme', 0.6051055192947388), ('konstruktivisme', 0.6043896675109863), ('monetarisme', 0.5981810092926025), ('keynesian', 0.5872029662132263), ('schumpeter', 0.5847428441047668), ('neoliberalisme', 0.5806969404220581), ('liberalisme', 0.5690618753433228), ('antiglobalisasi', 0.5676546692848206)]"
4,regresi,"[('prediktif', 0.7191006541252136), ('parametrik', 0.711745023727417), ('stokastik', 0.6949422955513), ('heuristik', 0.6939547657966614), ('multinomial', 0.6916987895965576), ('statistika', 0.6899766325950623), ('analitik', 0.689967691898346), ('komputasional', 0.6899265050888062), ('induktif', 0.6848613023757935), ('inferensi', 0.679269552230835)]"
4,metode,"[('metodologi', 0.7230563759803772), ('pendekatan', 0.7206898927688599), ('heuristik', 0.6900179982185364), ('algoritme', 0.6828638911247253), ('cara', 0.6680055856704712), ('formulasi', 0.6451526880264282), ('metoda', 0.6436458230018616), ('mekanisme', 0.6386759281158447), ('algoritma', 0.6290042996406555), ('analogi', 0.6258866786956787)]"
4,analisis,"[('analisa', 0.7489372491836548), ('metodologi', 0.7103559374809265), ('pengukuran', 0.7017804980278015), ('pemodelan', 0.6884229779243469), ('statistika', 0.6845487356185913), ('kuantitatif', 0.6727102994918823), ('menganalisis', 0.670714259147644), ('kalkulasi', 0.663776695728302), ('analitis', 0.6625503897666931), ('molekuler', 0.6533851027488708)]"
4,globalisme,"[('neoliberalisme', 0.723648726940155), ('libertarianisme', 0.6747975945472717), ('regionalisme', 0.6719347238540649), ('relativisme', 0.6682030558586121), ('egalitarianisme', 0.6665263772010803), ('progresivisme', 0.6647709012031555), ('materialisme', 0.6537150740623474), ('pascakolonial', 0.6498478651046753), ('individualisme', 0.6443338990211487), ('populisme', 0.6436976194381714)]"
4,kuantifikasi,"[('stokastik', 0.7036833167076111), ('inferensi', 0.6819630265235901), ('kuantisasi', 0.670527458190918), ('induktif', 0.6677381992340088), ('stochastic', 0.6494154930114746), ('komputasional', 0.6438857913017273), ('analitis', 0.6413910984992981), ('parametrik', 0.6390275359153748), ('iteratif', 0.6356773972511292), ('algorithm', 0.6311355829238892)]"
